name	length	run_2785_s_1_withindex_sequence.txt_AATTCAT	run_2785_s_1_withindex_sequence.txt_AGGCGAA	run_2785_s_1_withindex_sequence.txt_CTGCAAT	run_2785_s_1_withindex_sequence.txt_GGAGTCC	run_2785_s_1_withindex_sequence.txt_GTAAAAA	run_2785_s_1_withindex_sequence.txt_TGGCATA
MIR3714	65	0	0	0	0	0	0
MIR371A	67	0	0	0	0	0	0
MIR371B	66	0	0	0	0	0	0
MIR372	67	0	0	0	0	0	0
MIR373	69	0	0	0	0	0	0
MIR374A	72	0	0	0	0	0	0
MIR374B	72	1	1	0	1	0	0
MIR374C	70	0	0	0	0	0	0
MIR375	64	0	0	0	0	0	0
MIR376A1	68	0	0	1	0	0	0
MIR376A2	80	0	0	0	0	0	0
MIR376B	100	0	0	0	0	0	0
MIR376C	66	0	0	0	0	0	0
MIR377	69	0	1	0	0	0	0
MIR378A	66	0	0	0	1	0	0
MIR378B	57	0	0	0	0	0	0
MIR378C	81	0	0	0	0	0	0
MIR378D1	54	0	0	0	0	0	0
MIR378D2	98	0	0	0	0	0	0
MIR378E	79	0	0	0	0	0	0
MIR378F	78	0	0	0	0	0	0
MIR378G	41	0	1	0	2	1	2
MIR378H	83	0	2	0	3	1	4
MIR378I	76	0	0	0	0	0	0
MIR378J	109	1	0	1	2	0	0
MIR379	67	0	0	0	0	0	0
MIR380	61	0	0	0	0	0	0
MIR381	75	0	0	0	0	0	0
MIR381HG	425	0	0	0	0	0	0
MIR382	76	0	0	0	1	0	0
MIR383	73	0	0	0	2	0	0
MIR384	88	0	0	0	0	0	0
MIR3907	151	0	0	0	0	0	0
MIR3908	126	0	0	0	0	2	0
MIR3909	119	0	0	0	0	0	0
MIR3910-1	111	0	0	0	0	0	0
MIR3910-2	82	0	0	0	0	0	0
MIR3911	109	0	0	0	0	0	0
MIR3912	105	0	0	0	0	0	0
MIR3913-1	102	0	0	0	0	0	0
MIR3913-2	100	0	0	0	0	0	0
MIR3914-1	99	0	0	0	0	0	0
MIR3914-2	95	0	0	0	0	0	0
MIR3915	97	1	1	1	1	0	0
MIR3916	94	0	0	0	0	0	0
MIR3917	93	0	0	0	0	0	0
MIR3918	93	0	0	0	0	0	0
MIR3919	89	0	0	0	1	0	0
MIR3920	86	0	0	0	0	0	0
MIR3921	85	0	0	1	0	0	0
MIR3922	84	0	0	0	0	0	0
MIR3923	83	0	0	0	0	0	0
MIR3924	81	0	0	0	0	0	0
MIR3925	77	0	0	0	0	0	0
MIR3926-1	73	0	0	0	0	0	0
MIR3926-2	63	0	0	0	0	0	0
MIR3927	71	0	0	0	0	1	0
MIR3928	58	0	0	0	0	1	0
MIR3929	55	0	0	0	0	0	0
MIR3934	107	0	0	0	0	0	0
MIR3935	104	0	1	0	4	0	0
MIR3936	110	3	5	0	1	0	6
MIR3936HG	2857	55	65	27	72	29	79
MIR3937	106	0	0	0	0	0	0
MIR3938	103	0	0	0	0	0	0
MIR3939	106	0	0	0	1	1	1
MIR3940	102	0	0	0	0	0	0
MIR3941	103	0	0	0	0	0	1
MIR3942	109	0	1	0	1	0	1
MIR3943	100	0	0	0	0	3	2
MIR3944	108	0	0	0	0	0	1
MIR3945	98	1	0	1	0	2	0
MIR3945HG	986	1	2	4	1	6	0
MIR3960	91	0	0	0	0	0	0
MIR3972	87	0	0	1	0	0	0
MIR3973	107	0	0	2	1	2	0
MIR3974	96	0	0	0	0	0	1
MIR3975	70	1	2	1	2	1	3
MIR3976	139	0	0	2	1	3	0
MIR3976HG	1820	0	3	11	1	9	0
MIR3977	70	1	0	0	0	0	0
MIR3978	101	2	0	0	2	0	2
MIR409	79	0	0	0	0	0	0
MIR410	80	0	0	0	0	0	0
MIR411	96	0	0	0	0	0	0
MIR412	91	0	0	0	0	0	0
MIR421	85	113	98	19	129	8	123
MIR422A	90	0	0	0	0	0	0
MIR423	94	0	0	0	0	0	0
MIR424	98	0	0	0	0	0	0
MIR4251	61	0	3	1	0	1	0
MIR4252	63	0	0	0	0	0	0
MIR4253	68	0	0	0	0	0	0
MIR4254	76	0	0	0	0	0	0
MIR4255	72	0	0	0	0	1	0
MIR4256	64	0	1	0	1	1	1
MIR4257	86	0	2	1	3	2	0
MIR425	87	0	0	0	1	0	0
MIR4258	91	0	0	1	1	1	0
MIR4259	101	0	0	0	0	1	0
MIR4260	67	0	0	0	0	0	0
MIR4261	58	0	0	0	0	0	0
MIR4262	54	0	0	0	0	1	0
MIR4263	83	0	1	1	1	1	1
MIR4264	66	0	0	3	0	2	0
MIR4265	99	0	0	0	0	0	0
MIR4266	55	0	0	0	0	0	0
MIR4267	82	0	0	0	0	0	0
MIR4268	64	0	0	0	0	0	0
MIR4269	84	0	1	0	0	0	3
MIR4270	70	0	0	0	0	0	0
MIR4271	67	0	0	0	0	0	0
MIR4272	64	0	0	0	0	0	0
MIR4273	84	0	0	0	0	0	0
MIR4274	91	0	0	0	0	2	0
MIR4275	87	1	1	4	1	1	0
MIR4276	70	0	0	0	0	0	0
MIR4277	84	0	0	0	0	0	0
MIR4278	69	0	0	0	0	1	0
MIR4279	58	1	1	0	0	1	1
MIR4280	76	0	0	1	0	0	0
MIR4281	62	0	0	0	0	0	0
MIR4282	67	0	0	0	0	0	0
MIR4283-1	80	0	0	0	0	0	0
MIR4283-2	80	0	0	0	0	0	0
MIR4284	81	0	0	0	0	0	1
MIR4285	85	0	0	0	1	0	0
MIR4286	93	0	0	0	0	1	0
MIR4287	78	0	0	0	1	1	0
MIR4288	67	1	0	1	2	1	2
MIR4289	70	0	0	1	0	1	0
MIR4290	95	0	0	1	0	2	0
MIR4290HG	2720	1	10	26	4	32	0
MIR4291	65	0	0	0	0	2	0
MIR4292	67	0	2	0	1	0	0
MIR4293	78	1	1	0	1	4	0
MIR4294	76	0	0	0	0	0	0
MIR4295	85	0	0	0	0	0	0
MIR4296	88	0	1	0	1	0	0
MIR4297	76	0	0	0	1	0	0
MIR429	83	0	0	0	0	0	0
MIR4298	73	0	0	0	0	0	0
MIR4299	72	0	0	0	0	0	0
MIR4300	96	0	0	1	0	0	0
MIR4300HG	1840	3	1	22	10	19	1
MIR4301	66	0	0	0	0	1	0
MIR4302	60	0	1	4	1	2	0
MIR4303	66	0	0	0	0	0	0
MIR4304	62	0	1	0	0	0	0
MIR4305	102	0	0	0	0	0	0
MIR4306	91	0	0	0	1	2	3
MIR4307	84	0	0	0	0	0	0
MIR4307HG	932	0	1	7	1	6	0
MIR4308	81	0	0	0	0	0	0
MIR4309	83	0	0	0	0	0	0
MIR4310	57	0	0	0	0	0	0
MIR4311	100	0	0	1	1	1	0
MIR431	114	0	0	0	0	0	0
MIR4312	76	0	1	1	0	0	0
MIR4313	101	0	0	0	0	0	0
MIR4314	92	0	0	0	0	0	0
MIR4315-1	73	0	0	0	0	0	0
MIR4315-2	73	0	0	0	0	0	0
MIR4316	71	0	0	0	0	1	0
MIR4317	65	0	0	0	0	0	0
MIR4318	81	0	0	0	0	0	0
MIR4319	85	0	1	0	0	0	1
MIR4320	65	0	0	0	1	4	0
MIR4321	80	0	0	0	0	0	0
MIR4322	73	0	0	0	0	0	0
MIR4323	69	0	0	0	0	0	0
MIR4324	72	0	0	0	1	0	0
MIR4325	90	1	0	1	0	0	0
MIR4326	59	0	0	1	0	0	0
MIR4327	85	1	0	2	0	0	0
MIR4328	56	0	0	0	0	0	0
MIR432	94	0	0	0	0	0	0
MIR4329	71	0	0	0	0	0	0
MIR4330	105	0	0	0	0	0	0
MIR433	93	0	0	0	0	0	0
MIR4417	73	2	1	5	1	5	0
MIR4418	62	0	0	0	0	0	0
MIR4419A	77	2	1	0	2	0	4
MIR4419B	68	0	0	1	0	1	0
MIR4420	77	0	0	0	0	0	0
MIR4421	69	0	0	0	0	1	0
MIR4422	83	0	0	0	0	0	0
MIR4422HG	638	0	1	1	1	4	0
MIR4423	80	0	0	0	0	0	0
MIR4424	86	0	0	0	0	0	0
MIR4425	84	0	0	0	0	0	0
MIR4426	63	0	0	0	0	0	0
MIR4427	68	1	0	0	5	1	0
MIR4428	73	4	1	0	5	1	2
MIR4429	73	0	0	0	0	2	0
MIR4430	49	0	0	0	1	0	0
MIR4431	94	0	0	0	0	0	0
MIR4432	84	0	0	0	0	0	1
MIR4432HG	1044	0	0	4	1	8	1
MIR4433A	81	0	0	0	0	0	0
MIR4433B	102	0	0	0	0	0	0
MIR4434	53	0	1	0	0	0	0
MIR4435-1	80	0	0	0	0	0	0
MIR4435-2	74	0	0	0	0	0	0
MIR4435-2HG	8500	149	129	31	69	31	62
MIR4436A	85	0	0	2	0	1	0
MIR4436B1	91	0	0	0	0	0	0
MIR4436B2	91	0	0	0	0	0	0
MIR4437	60	0	0	0	0	0	0
MIR4438	93	0	0	0	0	0	0
MIR4439	80	0	0	0	0	0	0
MIR4440	98	0	0	0	0	0	0
MIR4441	100	0	0	0	0	0	1
MIR4442	67	0	0	0	0	0	0
MIR4443	53	0	0	0	0	0	0
MIR4444-1	74	0	0	0	0	0	0
MIR4444-2	74	0	1	0	0	0	0
MIR4445	70	0	0	1	0	0	0
MIR4446	67	0	0	0	0	0	0
MIR4447	91	0	0	2	0	0	0
MIR4448	86	0	0	0	0	0	0
MIR4449	66	0	0	0	0	0	0
MIR4450	65	2	1	2	1	3	0
MIR4451	66	28	14	12	10	6	27
MIR4452	71	0	0	1	0	0	0
MIR4453	89	0	0	0	0	0	0
MIR4454	55	0	1	0	0	0	0
MIR4455	58	0	0	0	0	0	0
MIR4456	43	0	0	0	0	0	0
MIR4457	68	0	0	0	0	0	0
MIR4458	75	0	0	0	0	0	0
MIR4458HG	4339	42	56	52	65	46	46
MIR4459	66	6	3	3	10	5	2
MIR4460	86	0	0	0	0	0	0
MIR4461	74	0	0	0	0	0	0
MIR4462	58	0	0	1	0	0	0
MIR4463	67	6	3	1	2	1	5
MIR4464	92	0	0	0	0	0	0
MIR4465	70	0	0	0	0	0	0
MIR4466	54	0	0	0	0	0	0
MIR4467	63	0	0	0	0	0	0
MIR4468	64	0	0	0	0	0	0
MIR4469	79	0	0	0	0	0	0
MIR4470	72	0	0	0	0	0	0
MIR4471	83	0	0	0	0	1	0
MIR4472-1	80	0	0	0	0	0	0
MIR4472-2	67	0	0	0	0	0	0
MIR4473	91	0	0	0	1	0	0
MIR4474	78	1	0	0	1	0	3
MIR4475	61	0	0	0	0	1	0
MIR4476	70	0	0	0	0	0	0
MIR4477A	81	0	0	0	0	0	0
MIR4477B	81	0	0	0	0	0	0
MIR4478	86	0	0	0	0	0	0
MIR4479	71	0	0	0	0	0	0
MIR4480	71	0	0	0	2	0	0
MIR448	111	0	0	1	0	1	0
MIR4481	60	1	1	0	0	1	2
MIR4482	70	0	0	1	1	1	1
MIR4483	62	0	0	0	0	0	0
MIR4484	83	0	2	1	0	0	0
MIR4485	57	0	0	0	0	0	0
MIR4486	63	1	1	1	0	1	0
MIR4487	73	0	0	0	0	0	0
MIR4488	62	0	0	0	0	0	0
MIR4489	62	0	0	0	1	0	0
MIR4490	84	0	0	0	0	0	0
MIR4491	68	0	0	0	0	0	0
MIR4492	80	0	0	0	0	0	0
MIR4493	73	0	0	0	1	0	0
MIR4494	84	0	0	1	0	1	0
MIR4495	66	0	0	0	0	0	0
MIR4496	61	0	0	0	0	0	0
MIR4497	89	0	0	0	0	0	0
MIR4498	66	0	0	0	0	0	0
MIR4499	69	0	2	1	0	0	0
MIR449A	91	0	0	0	0	1	0
MIR449B	97	0	0	0	0	0	0
MIR449C	92	0	0	0	0	0	0
MIR4500	76	0	1	2	1	0	0
MIR4500HG	3273	1	4	26	9	26	1
MIR4501	64	1	0	1	1	0	0
MIR4502	81	0	1	0	0	0	0
MIR4503	83	0	0	0	0	0	0
MIR4504	92	0	0	0	0	0	0
MIR4505	73	0	0	0	0	0	0
MIR4506	77	1	0	0	5	0	3
MIR4507	52	0	0	0	0	0	0
MIR4508	70	0	0	0	0	0	0
MIR4509-1	94	0	0	0	0	0	0
MIR4509-2	94	0	0	0	0	0	0
MIR4509-3	94	0	0	0	0	0	0
MIR450A1	91	0	0	0	0	0	0
MIR450A2	100	0	0	0	1	0	0
MIR450B	78	0	0	0	0	0	0
MIR4510	68	1	0	1	2	6	1
MIR4511	87	0	0	0	0	1	0
MIR4512	77	1	0	0	1	0	0
MIR4513	86	0	0	0	0	0	0
MIR4514	57	0	0	0	1	0	0
MIR4515	81	0	0	0	0	0	0
MIR4516	86	0	0	0	0	0	0
MIR4517	79	0	0	0	0	0	0
MIR4518	83	0	0	0	0	0	0
MIR4519	58	0	0	0	0	0	0
MIR451A	72	0	0	0	0	0	0
MIR451B	68	0	0	0	0	0	0
MIR4520-1	70	0	0	0	0	0	0
MIR4520-2	54	0	0	0	0	0	0
MIR4521	60	6	4	3	1	2	0
MIR4522	87	0	0	0	0	0	0
MIR4523	69	0	0	0	0	0	0
MIR4524A	69	0	0	0	0	0	0
MIR4524B	115	0	0	0	0	1	0
MIR4525	75	0	0	0	0	1	0
MIR4526	87	2	0	1	1	0	0
MIR4527	70	0	0	0	2	0	0
MIR4527HG	1397	2	1	22	2	13	1
MIR452	85	0	0	0	0	0	0
MIR4528	90	0	0	0	0	0	0
MIR4529	78	0	0	1	0	0	0
MIR4530	56	1	0	0	2	0	0
MIR4531	47	2	0	0	0	0	1
MIR4532	51	0	0	0	0	0	0
MIR4533	71	0	0	0	0	0	0
MIR4534	60	0	0	0	0	0	0
MIR4535	59	0	0	0	0	0	0
MIR4536-1	88	0	0	0	0	0	0
MIR4537	70	0	0	0	0	0	0
MIR4538	78	0	0	0	0	0	0
MIR4539	60	0	0	0	0	0	0
MIR4540	55	0	0	0	0	0	0
MIR454	115	1	0	0	0	0	0
MIR455	96	0	0	0	0	0	0
MIR4632	61	0	0	0	0	1	0
MIR4633	79	0	0	0	0	0	0
MIR4634	54	0	0	0	0	0	0
MIR4635	79	0	0	0	0	0	0
MIR4636	80	0	1	0	1	0	0
MIR4637	84	1	0	0	0	0	0
MIR4638	68	0	0	0	0	0	0
MIR4639	69	1	0	0	0	0	0
MIR4640	90	0	0	0	0	0	0
MIR4641	66	0	0	0	0	0	0
MIR4642	82	0	0	0	0	0	0
MIR4643	78	0	0	0	0	0	0
MIR4644	84	4	2	1	1	0	3
MIR4645	77	0	0	0	0	0	0
MIR4646	63	0	0	0	0	0	0
MIR4647	80	0	0	0	0	0	0
MIR4648	72	0	1	2	0	0	0
MIR4649	64	0	0	0	0	0	0
MIR4650-1	76	0	0	0	0	0	0
MIR4650-2	76	0	0	0	0	0	0
MIR4651	73	0	0	0	0	0	0
MIR4652	78	0	0	0	0	1	0
MIR4653	83	1	0	0	0	0	0
MIR4654	76	0	0	0	0	0	0
MIR4655	74	0	0	0	0	0	0
MIR4656	75	0	0	0	0	0	0
MIR4657	53	0	0	0	0	0	0
MIR4658	65	0	1	0	0	0	0
MIR4659A	81	0	0	0	0	0	0
MIR4659B	73	0	0	0	0	0	0
MIR4660	74	0	0	0	0	0	0
MIR4661	75	0	0	0	0	0	0
MIR4662A	67	0	0	0	0	0	0
MIR4662B	81	0	0	0	0	0	0
MIR4663	76	2	0	2	1	1	0
MIR4664	71	0	0	0	0	0	0
MIR4665	79	0	0	0	0	0	0
MIR4666A	79	0	0	0	0	0	0
MIR4666B	81	0	0	0	0	0	0
MIR4667	66	0	0	0	0	0	0
MIR466	84	0	0	0	0	0	0
MIR4668	70	1	1	2	0	0	0
MIR4669	62	0	0	0	0	1	0
MIR4670	75	0	0	0	0	0	0
MIR4671	73	0	0	0	0	0	0
MIR4672	81	0	0	0	0	0	0
MIR4673	59	0	0	0	0	0	0
MIR4674	87	0	0	0	0	0	0
MIR4675	77	0	0	0	0	0	0
MIR4676	72	0	0	0	0	0	0
MIR4677	80	2	0	3	3	1	4
MIR4678	74	0	0	0	0	0	0
MIR4679-1	75	0	0	0	0	0	0
MIR4679-2	77	0	0	0	0	0	0
MIR4680	66	0	0	0	0	0	0
MIR4681	72	2	1	1	1	5	2
MIR4682	80	0	0	0	0	1	0
MIR4683	81	0	0	0	0	0	0
MIR4684	82	0	0	0	0	0	0
MIR4685	69	0	3	1	0	0	0
MIR4686	76	0	0	0	0	0	0
MIR4687	80	0	0	0	0	0	0
MIR4688	83	0	0	0	1	0	0
MIR4689	70	0	0	0	0	0	0
MIR4690	60	0	0	0	1	0	0
MIR4691	85	0	0	0	0	0	0
MIR4692	63	0	0	0	0	0	0
MIR4693	75	0	0	0	0	0	0
MIR4694	80	0	0	0	0	0	0
MIR4695	74	0	0	0	0	0	0
MIR4696	70	0	0	0	0	0	0
MIR4697	78	0	0	0	0	0	0
MIR4697HG	5164	164	154	46	248	45	210
MIR4698	80	0	0	0	0	0	0
MIR4699	74	2	3	2	4	1	4
MIR4700	74	0	0	0	0	0	0
MIR4701	63	0	0	0	0	0	0
MIR4703	79	0	0	0	0	0	0
MIR4704	75	0	0	0	0	0	0
MIR4705	71	0	0	0	1	0	0
MIR4706	82	0	0	0	1	2	1
MIR4707	80	0	0	0	0	0	0
MIR4708	67	0	0	0	0	0	0
MIR4709	72	0	0	0	0	0	0
MIR4710	56	0	0	0	0	0	0
MIR4711	70	0	0	0	0	0	0
MIR4712	82	0	0	0	0	0	0
MIR4713	75	0	0	0	0	0	0
MIR4713HG	561	0	0	1	2	4	0
MIR4714	77	0	1	0	1	0	0
MIR4715	79	0	0	0	0	0	0
MIR4716	84	0	0	0	0	0	0
MIR4717	72	0	0	0	0	0	0
MIR4718	51	0	0	0	0	0	0
MIR4719	84	0	0	1	0	0	0
MIR4720	76	0	0	0	0	0	0
MIR4721	89	0	0	0	0	0	0
MIR4722	60	0	0	0	0	0	0
MIR4723	81	0	0	0	0	0	0
MIR4724	89	0	0	0	0	0	0
MIR4725	90	1	0	1	3	0	0
MIR4726	58	0	0	0	0	0	0
MIR4727	55	0	0	0	0	0	0
MIR4728	67	0	0	0	0	0	0
MIR4729	72	2	1	0	1	0	4
MIR4730	76	0	0	0	1	0	0
MIR4731	70	0	0	0	2	0	1
MIR4732	76	0	0	0	0	0	0
MIR4733	76	0	1	0	0	0	0
MIR4734	70	0	0	0	0	0	0
MIR4735	69	0	0	0	0	0	0
MIR4736	47	0	0	0	0	1	0
MIR4737	81	2	1	0	2	1	0
MIR4738	87	0	0	0	0	0	0
MIR4739	74	0	0	0	0	0	0
MIR4740	63	0	0	0	0	0	0
MIR4741	90	0	0	0	0	0	0
MIR4742	85	0	0	0	0	0	0
MIR4743	69	0	0	0	0	0	0
MIR4744	82	0	0	0	0	0	0
MIR4745	62	0	0	0	0	0	0
MIR4746	71	0	0	0	0	0	0
MIR4747	54	1	0	0	0	0	0
MIR4748	82	2	0	0	4	1	2
MIR4749	61	0	0	0	0	0	0
MIR4750	56	0	0	0	0	0	0
MIR4751	74	0	0	0	0	0	0
MIR4752	72	0	0	0	0	0	0
MIR4753	83	0	0	0	0	0	0
MIR4754	89	0	0	0	0	0	0
MIR4755	72	0	0	0	0	0	0
MIR4756	78	0	0	1	0	1	0
MIR4757	77	0	0	1	0	0	0
MIR4758	71	0	0	0	0	0	0
MIR4759	83	0	0	0	0	0	0
MIR4760	80	0	0	1	0	0	0
MIR4761	82	0	1	0	0	0	0
MIR4762	75	0	0	0	0	1	0
MIR4763	92	0	0	0	0	0	0
MIR4764	88	1	0	2	4	0	1
MIR4765	77	0	0	0	0	0	0
MIR4766	76	0	0	0	0	0	1
MIR4767	78	0	0	0	0	0	0
MIR4768	74	0	0	0	0	0	0
MIR4769	77	0	0	0	0	0	0
MIR4770	58	0	0	0	0	2	0
MIR4771-1	74	0	0	0	0	0	0
MIR4771-2	74	0	0	0	0	0	0
MIR4772	78	0	0	0	0	0	0
MIR4773-1	78	0	0	0	0	0	0
MIR4774	76	0	1	0	3	0	0
MIR4775	75	0	0	0	0	0	0
MIR4776-2	80	0	0	0	0	0	0
MIR4777	86	0	0	0	0	1	0
MIR4778	80	0	0	0	0	0	0
MIR4779	83	0	0	0	0	0	0
MIR4780	81	4	3	0	2	0	1
MIR4781	76	0	1	0	0	0	0
MIR4782	79	0	0	0	0	0	0
MIR4783	82	0	0	0	0	0	0
MIR4784	77	0	0	0	0	0	0
MIR4785	73	0	0	0	0	0	0
MIR4786	80	2	3	1	2	1	0
MIR4787	84	0	0	0	0	0	0
MIR4788	80	0	0	0	0	0	0
MIR4789	82	0	0	0	1	0	0
MIR4790	79	0	0	0	0	0	0
MIR4791	84	0	0	0	0	0	0
MIR4792	74	0	0	0	1	1	2
MIR4793	87	0	0	0	0	0	0
MIR4794	77	0	0	1	0	0	0
MIR4795	89	0	0	0	0	0	0
MIR4796	81	0	1	0	0	0	0
MIR4797	71	0	0	0	0	0	0
MIR4798	75	0	0	0	0	0	0
MIR4799	74	0	0	0	0	0	0
MIR4800	80	0	0	0	0	0	0
MIR4801	82	0	0	0	0	0	0
MIR4802	80	0	0	0	0	0	0
MIR4803	74	0	1	0	0	0	1
MIR4804	73	0	0	0	0	0	0
MIR483	76	0	0	1	0	0	0
MIR484	79	0	0	0	0	0	0
MIR485	73	0	0	0	0	0	0
MIR486-1	68	0	0	0	0	1	0
MIR486-2	64	0	0	0	0	0	0
MIR487A	80	0	1	0	1	0	0
MIR487B	84	0	0	0	0	0	0
MIR488	83	0	0	0	0	0	0
MIR489	84	0	1	0	0	1	0
MIR490	128	0	0	0	0	0	0
MIR491	84	1	3	1	0	0	2
MIR492	116	0	0	0	0	0	0
MIR493	89	0	0	0	0	0	0
MIR494	81	0	0	0	0	0	0
MIR495	82	0	0	0	0	0	0
MIR496	102	0	0	0	0	0	0
MIR497	112	0	0	0	0	0	0
MIR497HG	3842	6	3	0	3	3	2
MIR498	124	0	0	0	0	0	0
MIR4999	91	0	0	0	0	0	0
MIR499A	122	0	0	0	0	0	0
MIR499B	73	0	0	0	0	0	0
MIR5000	103	0	0	2	1	1	2
MIR5001	100	0	0	0	0	0	0
MIR5002	97	0	1	0	0	0	0
MIR5003	99	2	1	0	1	1	1
MIR5004	107	1	0	0	1	5	1
MIR5006	110	0	1	0	0	1	1
MIR5007	95	0	0	0	0	0	0
MIR5008	94	0	0	0	0	0	0
MIR5009	100	1	0	1	0	0	0
MIR500A	84	0	0	0	0	1	0
MIR500B	79	1	0	1	0	0	0
MIR5010	120	0	0	0	0	0	1
MIR5011	103	0	0	0	0	0	0
MIR501	84	0	0	0	0	0	0
MIR502	86	0	0	1	0	0	0
MIR503	71	0	0	0	0	0	2
MIR503HG	1678	24	14	17	35	16	26
MIR5047	100	0	0	0	0	0	0
MIR504	83	0	0	0	0	0	0
MIR505	84	0	0	1	0	2	0
MIR506	124	0	0	1	0	3	0
MIR507	94	0	0	0	0	1	0
MIR508	115	0	0	1	0	1	0
MIR5087	76	0	2	1	1	5	0
MIR5088	79	0	0	0	0	0	0
MIR5089	84	0	0	0	0	0	0
MIR5090	85	0	0	0	0	0	0
MIR5091	93	0	0	2	3	1	3
MIR509-1	94	0	0	0	0	0	0
MIR5092	88	0	0	0	0	0	0
MIR509-2	91	0	0	0	0	0	0
MIR5093	100	0	0	0	0	0	0
MIR509-3	75	0	0	0	0	0	0
MIR5094	85	0	0	0	3	0	2
MIR5095	88	0	0	0	0	0	0
MIR5096	70	0	0	0	0	0	1
MIR5100	119	0	0	0	0	0	0
MIR510	74	0	0	0	0	1	0
MIR511	87	1	1	0	0	1	0
MIR512-1	84	0	0	0	0	0	0
MIR512-2	98	0	0	0	0	0	0
MIR513A1	129	0	0	0	0	1	0
MIR513A2	127	0	0	0	0	0	0
MIR513B	84	0	0	0	0	0	0
MIR513C	84	0	0	0	0	1	0
MIR514A1	98	0	0	0	0	0	0
MIR514A2	88	0	0	0	0	0	0
MIR514A3	88	0	0	0	0	0	0
MIR514B	80	0	0	0	0	1	0
MIR515-1	83	0	0	0	0	0	0
MIR515-2	83	0	0	0	0	0	0
MIR516A1	90	0	0	1	0	0	0
MIR516A2	90	0	0	0	0	0	0
MIR516B1	90	0	0	0	0	0	0
MIR516B2	85	0	0	0	0	0	0
MIR517A	87	0	0	0	0	2	0
MIR517B	67	0	0	0	0	0	0
MIR517C	95	0	0	0	0	0	0
MIR5186	120	0	0	1	1	3	0
MIR5187	76	0	0	0	0	0	0
MIR5188	113	1	0	0	0	0	0
MIR5189	114	0	0	0	0	0	0
MIR518A1	85	0	0	0	0	0	0
MIR518A2	87	0	0	1	0	0	0
MIR518B	83	0	0	0	0	1	0
MIR518C	101	0	0	0	0	0	0
MIR518D	87	0	0	0	0	0	0
MIR518E	88	0	0	0	0	0	0
MIR518F	87	0	0	0	0	0	0
MIR5190	80	0	1	0	0	1	0
MIR5191	120	3	1	0	1	0	0
MIR5192	92	0	0	0	0	0	0
MIR5193	109	0	0	0	0	0	0
MIR5194	120	0	1	0	0	1	1
MIR5195	115	0	0	0	0	0	0
MIR5196	115	0	0	1	3	1	0
MIR5197	112	0	1	0	2	1	1
MIR519A1	85	0	0	0	0	0	0
MIR519A2	87	0	0	0	0	0	0
MIR519B	81	0	0	0	0	1	0
MIR519C	87	0	0	0	0	0	0
MIR519D	88	0	0	0	0	1	0
MIR519E	84	0	0	0	0	0	0
MIR520A	85	0	0	0	0	1	0
MIR520B	61	0	0	0	0	0	0
MIR520C	87	0	0	0	0	0	0
MIR520D	87	0	0	0	0	3	0
MIR520E	87	0	0	0	0	0	0
MIR520F	87	0	0	0	0	0	0
MIR520G	90	0	0	0	0	0	0
MIR520H	88	0	0	0	0	0	0
MIR521-1	87	0	0	0	0	0	0
MIR521-2	87	0	0	0	0	0	0
MIR522	87	0	0	0	0	0	0
MIR523	87	0	0	0	0	0	0
MIR524	87	0	0	0	0	0	0
MIR525	85	0	0	0	0	1	0
MIR526A1	85	0	0	0	0	0	0
MIR526A2	65	0	0	0	0	0	0
MIR526B	83	0	0	0	0	0	0
MIR527	85	0	0	0	0	0	0
MIR532	91	0	1	1	0	2	0
MIR539	78	0	0	0	0	0	0
MIR541	84	0	0	0	0	0	0
MIR542	97	0	0	0	1	0	0
MIR543	78	0	0	0	0	0	0
MIR544A	91	0	1	0	0	0	0
MIR544B	78	0	0	0	1	0	0
MIR545	106	0	0	0	0	0	0
MIR548A1	97	0	0	0	0	0	0
MIR548A1HG	1022	3	6	9	5	10	2
MIR548A2	97	0	0	0	0	0	0
MIR548A3	97	0	0	1	0	1	0
MIR548AA1	97	0	0	0	0	0	0
MIR548AB	84	0	0	0	0	0	0
MIR548AC	88	0	0	0	0	0	0
MIR548AD	82	0	0	0	0	0	0
MIR548AE1	70	0	0	0	1	0	0
MIR548AE2	67	0	0	0	0	0	0
MIR548AG1	66	0	0	0	0	0	0
MIR548AG2	64	0	0	0	0	1	0
MIR548AH	76	0	0	0	0	0	0
MIR548AI	88	0	0	0	0	0	0
MIR548AJ1	72	0	0	0	0	0	0
MIR548AJ2	92	0	0	0	0	0	0
MIR548AK	57	0	0	0	0	0	0
MIR548AL	97	0	0	0	0	0	0
MIR548AM	74	0	0	0	0	0	0
MIR548AN	83	0	0	0	0	0	0
MIR548AO	96	0	0	1	0	0	1
MIR548AP	96	0	0	0	0	0	0
MIR548AQ	58	1	1	0	0	0	0
MIR548AR	57	0	0	0	0	0	0
MIR548AS	58	0	0	0	0	0	0
MIR548AT	58	0	0	0	0	0	0
MIR548AU	54	0	0	0	0	0	0
MIR548AV	62	0	0	0	0	0	0
MIR548AW	65	0	0	0	0	0	0
MIR548AX	73	0	0	1	0	0	0
MIR548AY	107	1	0	0	0	0	0
MIR548AZ	95	0	0	0	0	0	0
MIR548B	97	0	0	0	0	0	0
MIR548BA	56	0	0	0	0	0	0
MIR548BB	66	0	0	0	0	0	0
MIR548C	97	0	0	0	0	0	0
MIR548D2	97	0	0	0	0	0	0
MIR548E	88	0	0	0	0	0	0
